page,index_on_page,start_date_text,start_date_datetime,title,url,institution,excerpt,counts_text
318,3,4 September 2023,2023-09-04 01:00:00,Association of Cardiovascular Health (CVH) and Healthy Lifestyle Index (HLI) with the incidence of and mortality from major chronic diseases.,https://www.ukbiobank.ac.uk/projects/association-of-cardiovascular-health-cvh-and-healthy-lifestyle-index-hli-with-the-incidence-of-and-mortality-from-major-chronic-diseases/,"University of Leipzig, Germany","Scientific rationale: Diversity of lifestyle factors including such as cigarette smoking, body mass index, diet, physical activity, total cholesterol, fasting plasma glucose and blood…",3171 to 3180 of 6936 results found
318,4,1 September 2023,2023-09-01 01:00:00,AI-Driven Identification of Early Imaging Biomarkers for Predicting Multi-Organ Aging and Frailty Using Whole Body MRI and PET,https://www.ukbiobank.ac.uk/projects/ai-driven-identification-of-early-imaging-biomarkers-for-predicting-multi-organ-aging-and-frailty-using-whole-body-mri-and-pet/,"Charite - Universitatsmedizin Berlin, Germany","In this three-year research project, we will investigate a novel method for identifying people at risk of developing cancer or heart disease using artificial intelligence…",3171 to 3180 of 6936 results found
318,5,1 September 2023,2023-09-01 01:00:00,"Inflammatory processes leading to chronic disease, acute cardiometabolic events and relation to COVID-19 infection and severity.",https://www.ukbiobank.ac.uk/projects/inflammatory-processes-leading-to-chronic-disease-acute-cardiometabolic-events-and-relation-to-covid-19-infection-and-severity/,"University of Gothenburg, Sweden","Cardiovascular disease, Rheumatoid Arthritis, Psoriasis, Diabetes and Celiac Disease are examples of common inflammatory diseases that all affect the cells and tissues of the body,…",3171 to 3180 of 6936 results found
318,6,1 September 2023,2023-09-01 01:00:00,Quantitative tools for identifying sex-specific risk and protective factors in the progression to VCID,https://www.ukbiobank.ac.uk/projects/quantitative-tools-for-identifying-sex-specific-risk-and-protective-factors-in-the-progression-to-vcid/,"University of Wisconsin-Madison, United States of America",Vascular disease (such as stroke) and risk factors (such as hypertension and diabetes) can play a role in Cognitive Impairments and Dementia. These Vascular contributions…,3171 to 3180 of 6936 results found
318,7,31 August 2023,2023-08-31 01:00:00,Multi-view unsupervised generative models for studying heterogeneous diseases.,https://www.ukbiobank.ac.uk/projects/multi-view-unsupervised-generative-models-for-studying-heterogeneous-diseases/,"University College London, Great Britain",The overarching aim of this research is to measure and quantify how much an individual differs from healthy individuals across different types of medical data.,3171 to 3180 of 6936 results found
318,8,31 August 2023,2023-08-31 01:00:00,Defining Phenotypes in Diabetic Kidney Disease.,https://www.ukbiobank.ac.uk/projects/defining-phenotypes-in-diabetic-kidney-disease/,"Imperial College London, Great Britain","The number of people world wide with Type 2 Diabetes is increasing, with approximately 700 million people expected to have Type 2 Diabetes by 2045.",3171 to 3180 of 6936 results found
318,9,31 August 2023,2023-08-31 01:00:00,Identifying dietary risk factors of stroke and stroke-related diseases.,https://www.ukbiobank.ac.uk/projects/identifying-dietary-risk-factors-of-stroke-and-stroke-related-diseases/,"Central South University, China",Great concern has been paied on the public health issues of stroke and stroke-related diseases globally. It is critical to identify the characteristics and specific…,3171 to 3180 of 6936 results found
318,10,31 August 2023,2023-08-31 01:00:00,"Cross sectional study exploring the effect of the Atg16L1 rs2241880 SNP (T300A) on respiratory infection incidence, respiratory and cardiovascular health of the UK Biobank population.",https://www.ukbiobank.ac.uk/projects/cross-sectional-study-exploring-the-effect-of-the-atg16l1-rs2241880-snp-t300a-on-respiratory-infection-incidence-respiratory-and-cardiovascular-health-of-the-uk-biobank-population/,"Quadram Institute Bioscience, Great Britain","We aim to find out if people carrying small mutations, known as single nucleotide polymorphisms or SNPs, have an increased risk of responding badly to…",3171 to 3180 of 6936 results found
319,1,31 August 2023,2023-08-31 01:00:00,"Association of mental health on multimorbidity: psychiatric medications, behavioral factors and multiple disease outcomes",https://www.ukbiobank.ac.uk/projects/association-of-mental-health-on-multimorbidity-psychiatric-medications-behavioral-factors-and-multiple-disease-outcomes/,"The Education University of Hong Kong, Hong Kong","This 36-month research project aims to explore how mental health affects the development of physical health in individuals with multimorbidity. The mechanisms between mental health,…",3181 to 3190 of 6936 results found
319,2,31 August 2023,2023-08-31 01:00:00,A generative modeling for normative aging brain MRIs and neurological abnormality detection,https://www.ukbiobank.ac.uk/projects/a-generative-modeling-for-normative-aging-brain-mris-and-neurological-abnormality-detection/,"Siemens Medical Solutions USA, Inc, United States of America",Human brain changes with normal aging and incidence of brain diseases also rise with age. In order to provide aging people with medical treatments at…,3181 to 3190 of 6936 results found
319,3,31 August 2023,2023-08-31 01:00:00,Healthy life expectancy of older adults and its determinants,https://www.ukbiobank.ac.uk/projects/healthy-life-expectancy-of-older-adults-and-its-determinants/,"Fudan University, China","Although people worldwide are living longer, healthy life expectancy (HALE) was not increased proportionally, leading to a slight increase in the number of years living…",3181 to 3190 of 6936 results found
319,4,31 August 2023,2023-08-31 01:00:00,Deep phenotyping for common and rare diseases,https://www.ukbiobank.ac.uk/projects/deep-phenotyping-for-common-and-rare-diseases/,"Pheiron GmbH (i.Gr.), Germany","Our research project aims to bring artificial intelligence (AI) and genomics together to transform how we understand and treat diseases. In the world of medicine,…",3181 to 3190 of 6936 results found
319,5,31 August 2023,2023-08-31 01:00:00,"Investigating the association between genetics, lifestyles, environmental, and other factors in the occurrence, progression, and prognosis of aging-related cardiovascular diseases.",https://www.ukbiobank.ac.uk/projects/investigating-the-association-between-genetics-lifestyles-environmental-and-other-factors-in-the-occurrence-progression-and-prognosis-of-aging-related-cardiovascular-diseases/,"Xiangya Hospital of Central South University, China","Aging-related cardiovascular diseases, such as coronary heart disease, hypertension, heart failure, stroke, etc., have become the main challenges to global public health, and there is…",3181 to 3190 of 6936 results found
319,6,31 August 2023,2023-08-31 01:00:00,Association of Impaired Vision with Systemic Metabolic/Endocrine-Related Factors and Lifestyle,https://www.ukbiobank.ac.uk/projects/association-of-impaired-vision-with-systemic-metabolic-endocrine-related-factors-and-lifestyle/,"Shanghai General Hospital, China","Aims: We aim to explore the correlation of impaired vision with systemic metabolism and lifestyle, and to investigate possible mechanisms of metabolic and ocular diseases.",3181 to 3190 of 6936 results found
319,7,31 August 2023,2023-08-31 01:00:00,"Roles of gene-environment interaction in development of Alzheimer’s disease: implications in prediction, prevention, and pathogenesis",https://www.ukbiobank.ac.uk/projects/roles-of-gene-environment-interaction-in-development-of-alzheimers-disease-implications-in-prediction-prevention-and-pathogenesis/,"University of Health and Rehabilitation Sciences, China","The late-onset Alzheimer’s disease (LOAD), the most prevalent dementia, is driven by both genetic and environmental elements. The apolipoprotein E (APOE) gene is the strongest…",3181 to 3190 of 6936 results found
319,8,31 August 2023,2023-08-31 01:00:00,Enabling discovery of genetic interactions for GWAS-informed precision therapeutics,https://www.ukbiobank.ac.uk/projects/enabling-discovery-of-genetic-interactions-for-gwas-informed-precision-therapeutics-2/,"Passkey Therapeutics, Inc., United States of America","Despite the fact that human genetics is accepted as a powerful tool for discovery of new medicines, there are many gaps in our understanding of…",3181 to 3190 of 6936 results found
319,9,29 August 2023,2023-08-29 01:00:00,Imaging biomarker of normal aging process and development of early predictive biomarkers of cognitive impairment and Alzheimer’s Disease,https://www.ukbiobank.ac.uk/projects/imaging-biomarker-of-normal-aging-process-and-development-of-early-predictive-biomarkers-of-cognitive-impairment-and-alzheimers-disease/,"Emory University, United States of America","Without a cure or prevention, Alzheimer’s Disease (AD) rapidly will become an overwhelming economic and social burden. With the failure of multiple clinical trials targeting…",3181 to 3190 of 6936 results found
319,10,29 August 2023,2023-08-29 01:00:00,Genetic basis for resistance or susceptibility to diseases conferred by the HLA and KIR loci.,https://www.ukbiobank.ac.uk/projects/genetic-basis-for-resistance-or-susceptibility-to-diseases-conferred-by-the-hla-and-kir-loci/,"Leidos Biomedical Research, Inc. (Frederick National Lab for Cancer Research), United States of America",Human leukocyte antigen (HLA) and killer immunoglobulin-like receptors (KIRs) are molecules that interact with one another and regulate our immune system. The sequence of their…,3181 to 3190 of 6936 results found
