app_id,start_date,month,pre_post_july_2024,title,institution,website_url,HIGH_SENSITIVITY,LOWER_SENSITIVITY_COMPARISON,LOW_STRICT,hs_wes_wgs_sequence,hs_s3_direct,hs_s3_text,hs_o2_field,hs_restricted_field,linked_field_count,linked_s3_field_count,linked_s3_field_count_timing_conservative,linked_o2_field_count,linked_restricted_field_count,field_debut_after_project_start,field_debut_after_project_start_ids,control_layer,control_evidence_type,control_matched_term,control_inferred_product,previous_classification,previous_confidence,legacy_route_modalities,already_rap_modalities,hs_sequence_product_term,hs_sequence_product_source,hs_sequence_product_excerpt,hs_s3_text_term,hs_s3_text_source,hs_s3_text_source_field_ids,hs_s3_text_source_field_titles,hs_s3_text_family,hs_s3_text_excerpt,evidence_source,evidence_detail,classification_reason
76689,2022-03-04,2022-03,pre_july_2024,Cancer Genetics Variant Interpretation and Gene Discovery,Institute of Cancer Research,https://www.ukbiobank.ac.uk/projects/cancer-genetics-variant-interpretation-and-gene-discovery/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76691,2022-04-25,2022-04,pre_july_2024,"The impact of estrogen, bone density, muscle fat distribution, and gender roles on knee pain: A population-based longitudinal study of postmenopausal women",University Health Network,https://www.ukbiobank.ac.uk/projects/the-impact-of-estrogen-bone-density-muscle-fat-distribution-and-gender-roles-on-knee-pain-a-population-based-longitudinal-study-of-postmenopausal-women/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|PHYSICAL_MEASURES,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76708,2022-06-27,2022-06,pre_july_2024,"Development of a disease prediction model aimed to assess the 10-year risk of dementia based on sociodemographic, health, lifestyle, cognitive data, biomarkers and genomics.",Five Lives,https://www.ukbiobank.ac.uk/projects/development-of-a-disease-prediction-model-aimed-to-assess-the-10-year-risk-of-dementia-based-on-sociodemographic-health-lifestyle-cognitive-data-biomarkers-and-genomics/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76720,2022-01-12,2022-01,pre_july_2024,The role of telomere length in cardiovascular and pulmonary aging and its potential to improve risk prediction of cardiovascular diseases,University of Adelaide,https://www.ukbiobank.ac.uk/projects/the-role-of-telomere-length-in-cardiovascular-and-pulmonary-aging-and-its-potential-to-improve-risk-prediction-of-cardiovascular-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76765,2021-11-05,2021-11,pre_july_2024,A series of investigations exploring the relationship between genetic and environmental factors and acute and chronic ocular and neurological conditions,University of Auckland,https://www.ukbiobank.ac.uk/projects/a-series-of-investigations-exploring-the-relationship-between-genetic-and-environmental-factors-and-acute-and-chronic-ocular-and-neurological-conditions/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76806,2022-03-14,2022-03,pre_july_2024,The influence of nasal obstruction on brain activity,Weizmann Institute of Science,https://www.ukbiobank.ac.uk/projects/the-influence-of-nasal-obstruction-on-brain-activity/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76810,2021-12-08,2021-12,pre_july_2024,The relationship between parity and white matter hyperintensities,Université de Sherbrooke,https://www.ukbiobank.ac.uk/projects/the-relationship-between-parity-and-white-matter-hyperintensities/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76847,2022-03-10,2022-03,pre_july_2024,"The Impact of Cerebrovascular Burden and Stress on White Matter Integrity and Cognitive Function, During Healthy Ageing",University of Manchester,https://www.ukbiobank.ac.uk/projects/the-impact-of-cerebrovascular-burden-and-stress-on-white-matter-integrity-and-cognitive-function-during-healthy-ageing/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
76875,2021-09-28,2021-09,pre_july_2024,Systematic Screening of Risk Factors for Bone and Joint Diseases,Soochow University,https://www.ukbiobank.ac.uk/projects/systematic-screening-of-risk-factors-for-bone-and-joint-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76921,2022-03-07,2022-03,pre_july_2024,Biomarkers of neurological diseases,Huazhong University of Science and Technology,https://www.ukbiobank.ac.uk/projects/biomarkers-of-neurological-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76945,2022-05-19,2022-05,pre_july_2024,Steroid hormone mediators of physical and mental health outcomes in men and women,Emory University,https://www.ukbiobank.ac.uk/projects/steroid-hormone-mediators-of-physical-and-mental-health-outcomes-in-men-and-women/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,PHYSICAL_MEASURES,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=PHYSICAL_MEASURES,only strict low-granularity legacy modality evidence and no high flags
76966,2021-12-08,2021-12,pre_july_2024,The Ro5 chronic kidney disease clinical trial support programme,"Ro5, Inc.",https://www.ukbiobank.ac.uk/projects/the-ro5-chronic-kidney-disease-clinical-trial-support-programme/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,PHYSICAL_MEASURES,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=PHYSICAL_MEASURES,only strict low-granularity legacy modality evidence and no high flags
76978,2022-01-12,2022-01,pre_july_2024,High-throughput functional characterisation of rare genetic variants in tumour suppressor genes,The Francis Crick Institute Limited,https://www.ukbiobank.ac.uk/projects/high-throughput-functional-characterisation-of-rare-genetic-variants-in-tumour-suppressor-genes/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77021,2022-05-24,2022-05,pre_july_2024,EXAMINATION OF BODY MASS INDEX AND INFLAMMATION AS CONTRIBUTORS TO END STAGE OSTEOARTHRITIS,University of Colorado Denver,https://www.ukbiobank.ac.uk/projects/examination-of-body-mass-index-and-inflammation-as-contributors-to-end-stage-osteoarthritis/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|PHYSICAL_MEASURES,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77032,2021-10-11,2021-10,pre_july_2024,Estimating disparities in unmet clinical need in patients with cardiovascular disease,Lane Clark & Peacock LLP,https://www.ukbiobank.ac.uk/projects/estimating-disparities-in-unmet-clinical-need-in-patients-with-cardiovascular-disease/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,LINKED_HEALTH_RECORDS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77050,2022-04-26,2022-04,pre_july_2024,Defining the genetic and non-genetic determinants of fibrosis,University of Leicester,https://www.ukbiobank.ac.uk/projects/defining-the-genetic-and-non-genetic-determinants-of-fibrosis/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
77066,2021-09-28,2021-09,pre_july_2024,Polygenic risk score for prediction of tuberculosis susceptibility,Stellenbosch University.,https://www.ukbiobank.ac.uk/projects/polygenic-risk-score-for-prediction-of-tuberculosis-susceptibility/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77097,2022-08-09,2022-08,pre_july_2024,Synthetic data for lung cancer prognostic modelling,University College London,https://www.ukbiobank.ac.uk/projects/synthetic-data-for-lung-cancer-prognostic-modelling/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77148,2023-02-08,2023-02,pre_july_2024,Novel analytical approaches to determine genetic risk for key determinants of Alcoholic Hepatitis (AH),Cleveland Clinic Foundation,https://www.ukbiobank.ac.uk/projects/novel-analytical-approaches-to-determine-genetic-risk-for-key-determinants-of-alcoholic-hepatitis-ah/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
77195,2022-04-25,2022-04,pre_july_2024,Identifying the association factors and causal determinants in metabolic diseases,Gannan Innovation and Translational Medicine Research Institute.,https://www.ukbiobank.ac.uk/projects/identifying-the-association-factors-and-causal-determinants-in-metabolic-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77225,2022-05-19,2022-05,pre_july_2024,"Diabetes, myocardial fibrosis, and cardiovascular diseases","Inselspital, Universitatsspital Bern",https://www.ukbiobank.ac.uk/projects/diabetes-myocardial-fibrosis-and-cardiovascular-diseases/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,magnetic resonance imaging,schema27_notes,20207; 20215; 31001; 31002; 31003; 31004; 31005; 31006; 31007; 31008; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 32136; 1020207; 1020215; 1025750; 1025751; 1025752; 1025753; 1025754; 1025755; 1032136; 2020207; 2020215; 2025750; 2025751; 2025752; 2025753; 2025754; 2025755; 2032136,Scout images for heart MRI - DICOM; Scout images for brain scans - DICOM; Native aparc a2009s dMRI; Native aparc dMRI; Native Glasser dMRI; Native Schaefer7n200p dMRI; Native Schaefer7n500p dMRI; Native Tian Subcortex S1 3T dMRI; Native Tian Subcortex S4 3T dMRI; Native Schaefer7n1000p dMRI; PANDORA: included in dMRI tracts; PANDORA: included in tfMRI cope1; ... +24 more,Mixed s3 imaging/file fields,"...ood more effectively. Currently, these scars are measured best and more practically using magnetic resonance imaging (MRI). In the next 3 years, we will analyze heart MRI data, as well as medical history, blood tests, and physical measures of volunteers in the UK Biob...",S3-derived application text,schema27_notes term=magnetic resonance imaging field_family=Mixed s3 imaging/file fields,application text matched high-precision term derived from the 199 s3 Schema 1 fields
77294,2023-01-11,2023-01,pre_july_2024,Predictive quantification of nonalcoholic steatohepatitis clinical parameters liver steatosis and fibrosis using non-invasive medical imaging,Median Technologies,https://www.ukbiobank.ac.uk/projects/predictive-quantification-of-nonalcoholic-steatohepatitis-clinical-parameters-liver-steatosis-and-fibrosis-using-non-invasive-medical-imaging/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|IMAGING,,,,,magnetic resonance imaging,schema27_notes,20207; 20215; 31001; 31002; 31003; 31004; 31005; 31006; 31007; 31008; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 32136; 1020207; 1020215; 1025750; 1025751; 1025752; 1025753; 1025754; 1025755; 1032136; 2020207; 2020215; 2025750; 2025751; 2025752; 2025753; 2025754; 2025755; 2032136,Scout images for heart MRI - DICOM; Scout images for brain scans - DICOM; Native aparc a2009s dMRI; Native aparc dMRI; Native Glasser dMRI; Native Schaefer7n200p dMRI; Native Schaefer7n500p dMRI; Native Tian Subcortex S1 3T dMRI; Native Tian Subcortex S4 3T dMRI; Native Schaefer7n1000p dMRI; PANDORA: included in dMRI tracts; PANDORA: included in tfMRI cope1; ... +24 more,Mixed s3 imaging/file fields,"...acy in diagnosing NASH and staging NASH-related fibrosis. Recently, the imaging biomarker Magnetic Resonance Imaging Proton Density Fat Fraction (MRI-PDFF) is used to quantify liver steatosis and shows a high correlation with histologically determined steatosis grades...",S3-derived application text,schema27_notes term=magnetic resonance imaging field_family=Mixed s3 imaging/file fields,application text matched high-precision term derived from the 199 s3 Schema 1 fields
77327,2022-09-07,2022-09,pre_july_2024,Statistical methods to characterize gene environment interplay underlying complex phenotypes,Indian Institute of Technology Hyderabad,https://www.ukbiobank.ac.uk/projects/statistical-methods-to-characterize-gene-environment-interplay-underlying-complex-phenotypes/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,ENVIRONMENT_GEOSPATIAL|GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77336,2022-04-13,2022-04,pre_july_2024,Exploration of genetic factors underlying infertility,Fudan University,https://www.ukbiobank.ac.uk/projects/exploration-of-genetic-factors-underlying-infertility/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77343,2021-10-11,2021-10,pre_july_2024,Cardiovascular Event Prediction Using Retinal Images & Patient Physiological Information,Reti Health Limited,https://www.ukbiobank.ac.uk/projects/cardiovascular-event-prediction-using-retinal-images-patient-physiological-information/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77362,2021-09-23,2021-09,pre_july_2024,Mechanistic underpinnings of cognitive and actiography-based biomarkers in individuals with depression,"Alto Neuroscience, Inc.",https://www.ukbiobank.ac.uk/projects/mechanistic-underpinnings-of-cognitive-and-actiography-based-biomarkers-in-individuals-with-depression/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77447,2022-01-26,2022-01,pre_july_2024,"Causal pathways linking diet, nutrition and cardiometabolic diseases",NNEdPro,https://www.ukbiobank.ac.uk/projects/causal-pathways-linking-diet-nutrition-and-cardiometabolic-diseases/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
77452,2022-07-22,2022-07,pre_july_2024,"Cardiometabolic polygenic risk scores and its impact on renal, endocrine, sensorial traits and malignancy",National Taiwan University,https://www.ukbiobank.ac.uk/projects/cardiometabolic-polygenic-risk-scores-and-its-impact-on-renal-endocrine-sensorial-traits-and-malignancy/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77508,2022-03-18,2022-03,pre_july_2024,Explainable and interpretable machine learning solutions in computational medicine,University of Calgary,https://www.ukbiobank.ac.uk/projects/explainable-and-interpretable-machine-learning-solutions-in-computational-medicine/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77512,2021-12-14,2021-12,pre_july_2024,Association of psychiatric disorders with subsequent colorectal cancer: prospective cohort study of UK Biobank participants,West China Hospital of Sichuan University,https://www.ukbiobank.ac.uk/projects/association-of-psychiatric-disorders-with-subsequent-colorectal-cancer-prospective-cohort-study-of-uk-biobank-participants/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77520,2022-01-25,2022-01,pre_july_2024,Statistical methods development for dependent and non-sparse omics data,Florida State University,https://www.ukbiobank.ac.uk/projects/statistical-methods-development-for-dependent-and-non-sparse-omics-data/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77565,2021-11-09,2021-11,pre_july_2024,Machine learning approaches for polygenic disease modelling,Aalto University,https://www.ukbiobank.ac.uk/projects/machine-learning-approaches-for-polygenic-disease-modelling/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
77577,2022-04-05,2022-04,pre_july_2024,Metabolic Syndrome-Associated Genes and Progression to Type 2 Diabetes and Cardiovascular Disease in Adults,Staffordshire University,https://www.ukbiobank.ac.uk/projects/metabolic-syndrome-associated-genes-and-progression-to-type-2-diabetes-and-cardiovascular-disease-in-adults/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
